DATE,STEENBRAS No.1,THEEWATERS-KLOOF,NEWLANDS,WYNBERG,CONSTANTIA NEK,STEENBRAS,WEMMERSHOEK,STEENBRAS No.2,STEENBRAS No.3,Day,Month,Year
14-Jun-11,0.5,0,0.2,5.5,2,1.5,0,,,14,6,2011
15-Jun-11,46,32.8,41,30.3,23,0,0,,,15,6,2011
16-Jun-11,5.8,11.3,22.5,14.5,10,0,0,,,16,6,2011
17-Jun-11,0,0,0,0,0,0.5,0,,,17,6,2011
18-Jun-11,6.5,2.4,0,4.8,10,1.5,0,,,18,6,2011
19-Jun-11,4,0,21,15.2,3,1,0,,,19,6,2011
20-Jun-11,0,0,0,0,0,1,0,,,20,6,2011
21-Jun-11,0,0,0,0,0,1.5,0,,,21,6,2011
22-Jun-11,25.6,9,45,48.5,0,0.1,0,,,22,6,2011
23-Jun-11,26,13.9,12,11.9,0,0,0,,,23,6,2011
24-Jun-11,7.5,2.1,3,2.9,3,1.5,0,,,24,6,2011
25-Jun-11,11.1,3.6,0.5,0.7,3.8,0,0,,,25,6,2011
26-Jun-11,0,0,0,0,0,1.5,0,,,26,6,2011
27-Jun-11,0,0,0,0,0,1.5,0,,,27,6,2011
28-Jun-11,0.4,0,1,0,2,1.4,0,,,28,6,2011
29-Jun-11,17.7,5.3,12,17,18,0,0,,,29,6,2011
30-Jun-11,6,1.7,5.5,2,5,0.5,0,,,30,6,2011
01-Jul-11,17.5,1,0,10.9,20,0,0,,,1,7,2011
02-Jul-11,21.5,5.6,5,7,6,0,0,,,2,7,2011
03-Jul-11,0.6,0,0,0.5,0,2.1,0,,,3,7,2011
04-Jul-11,0,3.4,0,0,0,1,0,,,4,7,2011
05-Jul-11,0,0,0,0,0,1,0,,,5,7,2011
06-Jul-11,0,0,0,0,0,1,0,,,6,7,2011
07-Jul-11,0,0,0,0,0,1.5,0,,,7,7,2011
08-Jul-11,0,0,0,0,0,2,0,,,8,7,2011
09-Jul-11,0,0,0,0,0,1.5,0,,,9,7,2011
10-Jul-11,0,0,0,0,0,1.5,0,,,10,7,2011
11-Jul-11,0,0,0,0,0,1.5,0,,,11,7,2011
12-Jul-11,0,0,0,0,0,1,0,,,12,7,2011
13-Jul-11,0,0,0,0,0,1,0,,,13,7,2011
14-Jul-11,0,0,0,0,0,1.5,0,,,14,7,2011
15-Jul-11,0,0,0,0,0,1,0,,,15,7,2011
16-Jul-11,0,0,0,0,0,1,0,,,16,7,2011
17-Jul-11,1.5,0,0,0,0,1,0,,,17,7,2011
18-Jul-11,0,0,0,0,0,0.5,0,,,18,7,2011
19-Jul-11,0,0,0,0,0,1,0,,,19,7,2011
20-Jul-11,0,0,0,0,0,1.5,0,,,20,7,2011
21-Jul-11,0.2,3.4,0,0,0,0.2,0,,,21,7,2011
22-Jul-11,0,4,0,0,0,1,0,,,22,7,2011
23-Jul-11,1,14.3,0,0,0,0,0,,,23,7,2011
24-Jul-11,5.8,12,0,0,0,0,0,,,24,7,2011
25-Jul-11,2.5,3,0,0,0,1,0,,,25,7,2011
26-Jul-11,1.5,0,0,0,0,1,0,,,26,7,2011
27-Jul-11,4,4.1,6.5,6,7,1,0,,,27,7,2011
28-Jul-11,10.3,6,19,13.5,15,0.3,0,,,28,7,2011
29-Jul-11,0,0,0,0,0,1,0,,,29,7,2011
30-Jul-11,0,0,0,0,0,1,0,,,30,7,2011
31-Jul-11,0,0,0,0,0,1,0,,,31,7,2011
01-Aug-11,0,0,0,0,0,1,0,,,1,8,2011
02-Aug-11,0,0,0,0,0,2,0,,,2,8,2011
03-Aug-11,0,0,0,0,0,1,0,,,3,8,2011
04-Aug-11,34.6,13.4,94,25,29,1.1,0,,,4,8,2011
05-Aug-11,1.1,3.1,2,2.4,0,1,0,,,5,8,2011
06-Aug-11,0,0,0,0,0,1,0,,,6,8,2011
07-Aug-11,0,0,0,0,0,1.5,0,,,7,8,2011
08-Aug-11,0,0,0,0,0,1.5,0,,,8,8,2011
09-Aug-11,0,0,0,0,0,2,0,,,9,8,2011
10-Aug-11,0,0,0,0,0,1.5,0,,,10,8,2011
11-Aug-11,0,0,0,0,0,1,0,,,11,8,2011
12-Aug-11,0,3.8,45.5,8.7,40,0,0,,,12,8,2011
13-Aug-11,1.5,0,5,2.2,4,0.5,0,,,13,8,2011
14-Aug-11,0,0,0,0,0,2.5,0,,,14,8,2011
15-Aug-11,0,0,0,0,0,2,0,,,15,8,2011
16-Aug-11,0,0,0,0,0,2,0,,,16,8,2011
17-Aug-11,0,0,0,0,0,2,0,,,17,8,2011
18-Aug-11,9.4,0,10.5,8,10,0.4,0,,,18,8,2011
19-Aug-11,6.1,0,13.5,10.4,16,0.7,0,,,19,8,2011
20-Aug-11,2.5,0,10.8,16.5,0,1.5,0,,,20,8,2011
21-Aug-11,6,0,40.5,13.6,35,0,0,,,21,8,2011
22-Aug-11,0.2,4.4,0,0,0,1.2,0,,,22,8,2011
23-Aug-11,5.2,19.3,5,4,5,0,0,,,23,8,2011
24-Aug-11,0,0,0,0,0,1.5,0,,,24,8,2011
25-Aug-11,2.8,0,0.5,0.5,3,1.3,0,,,25,8,2011
26-Aug-11,3,0,0,0,0,5.5,0,,,26,8,2011
27-Aug-11,0,0,0,0,0,0.5,0,,,27,8,2011
28-Aug-11,0,0,0,0,0,2.5,0,,,28,8,2011
29-Aug-11,0,0,0,0,0,2,0,,,29,8,2011
30-Aug-11,16.7,1.2,35,29,40,0.2,0,,,30,8,2011
31-Aug-11,0,0,0,0,0,1.5,0,,,31,8,2011
01-Sep-11,21.5,7.4,35.5,19.5,25,1.5,0,,,1,9,2011
02-Sep-11,2.3,1.5,6,3,3,1,0,,,2,9,2011
03-Sep-11,1,0,0,0,0,1,0,,,3,9,2011
04-Sep-11,1.5,0,0,0,0,1.5,0,,,4,9,2011
05-Sep-11,0,0,0,0,0,1.5,0,,,5,9,2011
06-Sep-11,0,0,0,0,0,2.5,0,,,6,9,2011
07-Sep-11,0,0,0,0,0,2.5,0,,,7,9,2011
08-Sep-11,4,0,19.5,23.9,14,0,0,,,8,9,2011
09-Sep-11,2.9,0.3,4,2.2,0,0,0,,,9,9,2011
10-Sep-11,0,0,0,0,0,3,0,,,10,9,2011
11-Sep-11,0,0,0,0,0,1,0,,,11,9,2011
12-Sep-11,0,0,10.9,2.1,0,2,0,,,12,9,2011
13-Sep-11,0,0,18.5,8.3,12,1,0,,,13,9,2011
14-Sep-11,2.5,0,1.5,1,3,1.5,0,,,14,9,2011
15-Sep-11,1.8,0,10.4,0,4,2.8,0,,,15,9,2011
16-Sep-11,0,0,3,0,0,2.5,0,,,16,9,2011
17-Sep-11,0,0,0,0,0,3,0,,,17,9,2011
18-Sep-11,18.3,0,42,25.5,24,0.8,0,,,18,9,2011
19-Sep-11,0.5,0,0,0,0,2,0,,,19,9,2011
20-Sep-11,2.5,0,0,0,1,1,0,,,20,9,2011
21-Sep-11,0,0,0,0,0,3.5,0,,,21,9,2011
22-Sep-11,0,0,0,0,0,2.5,0,,,22,9,2011
23-Sep-11,0,0,0,0,0,5,0,,,23,9,2011
24-Sep-11,0,0,0,0,0,3.5,0,,,24,9,2011
25-Sep-11,0,0,0,0,0,5,0,,,25,9,2011
26-Sep-11,0,0,0,0,0,1.5,0,,,26,9,2011
27-Sep-11,0,0,0,0,0,5,0,,,27,9,2011
28-Sep-11,0,0,0,0,0,2.5,0,,,28,9,2011
29-Sep-11,0,0,0,0,0,4,0,,,29,9,2011
30-Sep-11,0,0,0,0,0,5,0,,,30,9,2011
01-Oct-11,1.7,11.1,0,0,0,2.7,0,,,1,10,2011
02-Oct-11,0,0.9,0,0,0,4,0,,,2,10,2011
03-Oct-11,0,0,0,0.6,0,1.8,0,,,3,10,2011
04-Oct-11,0,0,3,0,0,3.5,0,,,4,10,2011
05-Oct-11,0,0,0,0,0,5,0,,,5,10,2011
06-Oct-11,0,0,0,0,0,5,0,,,6,10,2011
07-Oct-11,0,0,0,0,0,6,0,,,7,10,2011
08-Oct-11,0,0,0,0,0,3.5,0,,,8,10,2011
09-Oct-11,0,0,0,0,0,8.5,0,,,9,10,2011
10-Oct-11,0,0,0,0,0,3.5,0,,,10,10,2011
11-Oct-11,0,0,0,0,0,5.5,0,,,11,10,2011
12-Oct-11,0,0,0,0,0,4,0,,,12,10,2011
13-Oct-11,0,0,0,0,0,2,0,,,13,10,2011
14-Oct-11,2.4,0,8,10.5,10,2.9,0,,,14,10,2011
15-Oct-11,0,0,0,0,0,0,0,,,15,10,2011
16-Oct-11,0,0,0,0,0,2.5,0,,,16,10,2011
17-Oct-11,2.6,0,0,0,0,4.6,0,,,17,10,2011
18-Oct-11,15.5,8.1,5,6,14,2.5,0,,,18,10,2011
19-Oct-11,0.5,0.8,2.5,1,1,0.5,0,,,19,10,2011
20-Oct-11,0,0,0,0,0,3.5,0,,,20,10,2011
21-Oct-11,0,0,0,0,0,2.5,0,,,21,10,2011
22-Oct-11,0,0,0,0.7,0,2.5,0,,,22,10,2011
23-Oct-11,0,0,0,0,0,4,0,,,23,10,2011
24-Oct-11,0,0,0,0,0,3.5,0,,,24,10,2011
25-Oct-11,0,0,0,0,0,3.5,0,,,25,10,2011
26-Oct-11,0.2,0,0,0.5,0,4.2,0,,,26,10,2011
27-Oct-11,3,0,2,3.5,8,2.5,0,,,27,10,2011
28-Oct-11,2.2,0,2,1.5,3,2,0,,,28,10,2011
29-Oct-11,1.1,0,11.5,1,0,3,0,,,29,10,2011
30-Oct-11,1.5,0,6.5,3.5,7,1.5,0,,,30,10,2011
31-Oct-11,7.4,2.1,1.7,10,3,0.4,0,,,31,10,2011
01-Nov-11,0,0,0,0.3,0,3,0,,,1,11,2011
02-Nov-11,0,0,0,0,0,5,0,,,2,11,2011
03-Nov-11,1.7,0,0,0,0,4.7,0,,,3,11,2011
04-Nov-11,6.5,0,3,0,0,3.5,0,,,4,11,2011
05-Nov-11,0.5,0,0,0,0,3.5,0,,,5,11,2011
06-Nov-11,0,0,0,0,0,4.5,0,,,6,11,2011
07-Nov-11,0,0,0,0,0,6,0,,,7,11,2011
08-Nov-11,3,0,17,6.6,11,2,0,,,8,11,2011
09-Nov-11,8.5,0,6,6.5,5,2,0,,,9,11,2011
10-Nov-11,0.2,0,0,0,0,4.7,0,,,10,11,2011
11-Nov-11,0,0,0,0,0,3.5,0,,,11,11,2011
12-Nov-11,23.4,12,20,14.5,17,0,0,,,12,11,2011
13-Nov-11,1.5,1.8,9.3,11.5,6,2.5,0,,,13,11,2011
14-Nov-11,0,0,0,0,0,4,0,,,14,11,2011
15-Nov-11,0,0,0,0,0,5.5,0,,,15,11,2011
16-Nov-11,0,0,0,0,0,7,0,,,16,11,2011
17-Nov-11,0,0,0,0,0,6,0,,,17,11,2011
18-Nov-11,0,0,0,0,0,8.5,0,,,18,11,2011
19-Nov-11,0.7,0,0.5,0.7,0,5.7,0,,,19,11,2011
20-Nov-11,18.4,6.7,15,9.5,0,2.4,0,,,20,11,2011
21-Nov-11,0,0,0,0,0,4.5,0,,,21,11,2011
22-Nov-11,0.5,0,0,1.5,1.5,5,0,,,22,11,2011
23-Nov-11,11.7,0,2,2.5,3,2.7,0,,,23,11,2011
24-Nov-11,0,0,0,0,0,2.7,0,,,24,11,2011
25-Nov-11,0,0,0,0,0,5.5,0,,,25,11,2011
26-Nov-11,1.2,6,0,0,0,7.1,0,,,26,11,2011
27-Nov-11,0,12,0,0,0,8,0,,,27,11,2011
28-Nov-11,0,0,0,0,0,6,0,,,28,11,2011
29-Nov-11,0,0,0,0,0,6.5,0,,,29,11,2011
30-Nov-11,0,0.6,6,4.5,3,5,0,,,30,11,2011
01-Dec-11,0,1.9,0,0,0,8,0,,,1,12,2011
02-Dec-11,0,0,0,0,0,5.5,0,,,2,12,2011
03-Dec-11,0,0,0,0,0,8.5,0,,,3,12,2011
04-Dec-11,0,0,0,0,0,7,0,,,4,12,2011
05-Dec-11,0,0,0,0,0,6,0,,,5,12,2011
06-Dec-11,0,0,0,0.6,0,7,0,,,6,12,2011
07-Dec-11,1.1,0,9.2,0,9,4.6,0,,,7,12,2011
08-Dec-11,0,0,0,0,0,7,0,,,8,12,2011
09-Dec-11,0,0,0,0,0,5.5,0,,,9,12,2011
10-Dec-11,3.5,0,0,0,0,5,0,,,10,12,2011
11-Dec-11,0,0,2,0,0,5,0,,,11,12,2011
12-Dec-11,5.5,0,0,0,0,5.5,0,,,12,12,2011
13-Dec-11,10.1,3,17.5,9.5,20,4.6,0,,,13,12,2011
14-Dec-11,6.9,1.4,12,14.5,10,2.9,0,,,14,12,2011
15-Dec-11,0,0,0,0,0,3.5,0,,,15,12,2011
16-Dec-11,0,0,3,0,0,5,0,,,16,12,2011
17-Dec-11,0,0,0,0,0,6.5,0,,,17,12,2011
18-Dec-11,3.2,0,3,1.7,3,6.7,0,,,18,12,2011
19-Dec-11,0,0,0,0,0,9,0,,,19,12,2011
20-Dec-11,0,0,0,0,0,4.5,0,,,20,12,2011
21-Dec-11,0,0,1.5,0,0,7,0,,,21,12,2011
22-Dec-11,13.4,6.3,18.5,5,22,1.9,0,,,22,12,2011
23-Dec-11,0,0,0,0,0,7.5,0,,,23,12,2011
24-Dec-11,0.2,0,0,0,0,7.2,0,,,24,12,2011
25-Dec-11,0,0,0,0,0,6,0,,,25,12,2011
26-Dec-11,0,0,0,0,0,5,0,,,26,12,2011
27-Dec-11,1,0,0,0,0,7.5,0,,,27,12,2011
28-Dec-11,0,0,0,0,0,8,0,,,28,12,2011
29-Dec-11,0,0,0,0,0,8,0,,,29,12,2011
30-Dec-11,0,0,0,0,0,7.5,0,,,30,12,2011
31-Dec-11,0,0,0,0,0,6.5,0,,,31,12,2011
01-Jan-12,7.1,0,9,0,0,6.1,0,,,1,1,2012
02-Jan-12,0.4,0,8.6,2.9,10,2.9,0,,,2,1,2012
03-Jan-12,0,0,0,0,0,5,0,,,3,1,2012
04-Jan-12,0,0,0,0,0,5.5,0,,,4,1,2012
05-Jan-12,0,0,0,0,0,7,0,,,5,1,2012
06-Jan-12,0,0,0,0,0,7.5,0,,,6,1,2012
07-Jan-12,0,0,0,0,0,8.5,0,,,7,1,2012
08-Jan-12,0,0,0,0,0,9,0,,,8,1,2012
09-Jan-12,0,0,0,0,0,7,0,,,9,1,2012
10-Jan-12,0,0,0,0,0,8,0,,,10,1,2012
11-Jan-12,0,0,0,0,0,6,0,,,11,1,2012
12-Jan-12,0,0,0,0,0,7,0,,,12,1,2012
13-Jan-12,2.3,0,13.3,0,10,3.3,0,,,13,1,2012
14-Jan-12,0,0,0,0,0,7.5,0,,,14,1,2012
15-Jan-12,0,0,0,0,0,10,0,,,15,1,2012
16-Jan-12,0,0,0,0,0,8,0,,,16,1,2012
17-Jan-12,0,0,0,0,0,8.5,0,,,17,1,2012
18-Jan-12,0,0,0,0,0,6,0,,,18,1,2012
19-Jan-12,0,0,0,0,0,8,0,,,19,1,2012
20-Jan-12,0,0,0,0,0,5.5,0,,,20,1,2012
21-Jan-12,0,0,0,0,0,6.5,0,,,21,1,2012
22-Jan-12,0.5,0,0,0,0,0.5,0,,,22,1,2012
23-Jan-12,3.5,2.7,5.5,8.5,20,1.5,0,,,23,1,2012
24-Jan-12,0,0,0,0,0,9,0,,,24,1,2012
25-Jan-12,0,0,0,0,0,9,0,,,25,1,2012
26-Jan-12,0,0,0,0,0,6.5,0,,,26,1,2012
27-Jan-12,0,0,0,0,0,9.5,0,,,27,1,2012
28-Jan-12,0,0,0,0,0,8.5,0,,,28,1,2012
29-Jan-12,0.4,0,0,0,0,5.9,0,,,29,1,2012
30-Jan-12,0,0,0,0,0,7,0,,,30,1,2012
31-Jan-12,0,0,0,0,0,6,0,,,31,1,2012
01-Feb-12,0,9.6,0,0,0,8.5,0,,,1,2,2012
02-Feb-12,0,2.4,0,0,0,6.5,0,,,2,2,2012
03-Feb-12,0,0,0,0,0,7.5,0,,,3,2,2012
04-Feb-12,0,0,0,0,0,8.5,0,,,4,2,2012
05-Feb-12,0,0,0,0,0,7,0,,,5,2,2012
06-Feb-12,0.2,1,4.5,0,0,5.2,0,,,6,2,2012
07-Feb-12,0,0,0,0,0,5.5,0,,,7,2,2012
08-Feb-12,0,0,0,0,0,9,0,,,8,2,2012
09-Feb-12,0.2,0,0,0,0,6.7,0,,,9,2,2012
10-Feb-12,22.5,1,2,3,4,5.5,0,,,10,2,2012
11-Feb-12,3.2,0,0,2.5,1,3.2,0,,,11,2,2012
12-Feb-12,0,0,0,0,1,4,0,,,12,2,2012
13-Feb-12,0,0,0,0,0,7,0,,,13,2,2012
14-Feb-12,0,0,0,0,0,6,0,,,14,2,2012
15-Feb-12,0,0,0,0,0,5.5,0,,,15,2,2012
16-Feb-12,0,0,0,0,0,7,0,,,16,2,2012
17-Feb-12,0,0,0,0,0,7.5,0,,,17,2,2012
18-Feb-12,0,0,0,0,0,6.5,0,,,18,2,2012
19-Feb-12,0,0,0,0,0,5.5,0,,,19,2,2012
20-Feb-12,0,0,1,1.7,0,5.5,0,,,20,2,2012
21-Feb-12,0,0,0,0,0,4,0,,,21,2,2012
22-Feb-12,1,0,17.5,3.2,8,3.5,0,,,22,2,2012
23-Feb-12,0,0,0,0,0,4.5,0,,,23,2,2012
24-Feb-12,0,0,0,0,0,5.5,0,,,24,2,2012
25-Feb-12,0,0,0,0,0,6,0,,,25,2,2012
26-Feb-12,0,0,0,0,0,2.5,0,,,26,2,2012
27-Feb-12,0,0,0,0,0,4.5,0,,,27,2,2012
28-Feb-12,0.4,0,0,0,0,5.4,0,,,28,2,2012
29-Feb-12,0,0,0,0,0,7,0,,,29,2,2012
01-Mar-12,0,0,0,0,0,4.5,0,,,1,3,2012
02-Mar-12,0,0,0,0,0,7,0,,,2,3,2012
03-Mar-12,8,0.6,8.5,1.5,0,2,0,,,3,3,2012
04-Mar-12,0,0,0,0,0,6,0,,,4,3,2012
05-Mar-12,0,0,0,0,0,7,0,,,5,3,2012
06-Mar-12,0,0,0,0,0,5.5,0,,,6,3,2012
07-Mar-12,0,0,0,0,0,7.5,0,,,7,3,2012
08-Mar-12,0,0,0,0,0,5.5,0,,,8,3,2012
09-Mar-12,0,0,0,0,0,5,0,,,9,3,2012
10-Mar-12,0,0,0,0,0,6.5,0,,,10,3,2012
11-Mar-12,0,0,0,0,0,5.5,0,,,11,3,2012
12-Mar-12,0,0,0,0,0,5.5,0,,,12,3,2012
13-Mar-12,0,0,0,0,0,5,0,,,13,3,2012
14-Mar-12,0,0,0,0,0,4.5,0,,,14,3,2012
15-Mar-12,1,0,0,0,0,3.5,0,,,15,3,2012
16-Mar-12,3,0,4.5,3.7,0,3,0,,,16,3,2012
17-Mar-12,4,0,0,0,0,0,0,,,17,3,2012
18-Mar-12,1.1,0,0,0,0,3.6,0,,,18,3,2012
19-Mar-12,0,0,0,0,0,3,0,,,19,3,2012
20-Mar-12,0,0,0,0,0,3.5,0,,,20,3,2012
21-Mar-12,0,0,0,0,0,5,0,,,21,3,2012
22-Mar-12,0,0,0,0,0,5,0,,,22,3,2012
23-Mar-12,0,0,0,0,0,5,0,,,23,3,2012
24-Mar-12,0,0,0,0,0,5,0,,,24,3,2012
25-Mar-12,0,0,0,0,0,4,0,,,25,3,2012
26-Mar-12,0,0,0,0,0,4,0,,,26,3,2012
27-Mar-12,0,0,0,0,0,4.5,0,,,27,3,2012
28-Mar-12,0,0,0,0,0,4,0,,,28,3,2012
29-Mar-12,20.5,0,45.5,23.5,22,2,0,,,29,3,2012
30-Mar-12,5.9,4,11.5,5.5,8,2.9,0,,,30,3,2012
31-Mar-12,0,0,0,0,0,3,0,,,31,3,2012
01-Apr-12,0,0,0,0,0,4,0,,,1,4,2012
02-Apr-12,0,0,0,0,0,4,0,,,2,4,2012
03-Apr-12,0,0,0,0,0,3,0,,,3,4,2012
04-Apr-12,0,0,0,0,0,5.5,0,,,4,4,2012
05-Apr-12,0,0,0,0,0,4.5,0,,,5,4,2012
06-Apr-12,0,0,0.3,0,0,3,0,,,6,4,2012
07-Apr-12,56.5,25,47.5,42,55,2.5,0,,,7,4,2012
08-Apr-12,7.5,8.2,17,10,7,0.5,0,,,8,4,2012
09-Apr-12,0.2,0,0.2,0.4,0,1.7,0,,,9,4,2012
10-Apr-12,0,0,0,0,0,1.5,0,,,10,4,2012
11-Apr-12,0,0,0,0,0,5,0,,,11,4,2012
12-Apr-12,0,0,0,0,0,6.5,0,,,12,4,2012
13-Apr-12,0,0,0,0,0,3.5,0,,,13,4,2012
14-Apr-12,0.5,0,6.5,2.3,3.5,1,0,,,14,4,2012
15-Apr-12,1.8,0,8,0,0,1.8,0,,,15,4,2012
16-Apr-12,0,0,0,0,0,3,0,,,16,4,2012
17-Apr-12,0,0,0,0,0,3,0,,,17,4,2012
18-Apr-12,0,0,0,0,0,3.5,0,,,18,4,2012
19-Apr-12,0,0,0,0,0,2.5,0,,,19,4,2012
20-Apr-12,0,0,0,0,0,3.5,0,,,20,4,2012
21-Apr-12,0.5,4.4,0.2,0,0,1.5,0,,,21,4,2012
22-Apr-12,0,0,0,0,0,3.5,0,,,22,4,2012
23-Apr-12,0,0,0,0,0,4.5,0,,,23,4,2012
24-Apr-12,0,0,0,0,0,4,0,,,24,4,2012
25-Apr-12,0.1,8,0,0,0,1,0,,,25,4,2012
26-Apr-12,11,12.8,9,0,0,1,0,,,26,4,2012
27-Apr-12,0,0,2,0,6,2,0,,,27,4,2012
28-Apr-12,0.5,0,8,4,6.2,1,0,,,28,4,2012
29-Apr-12,0,0,0,0,0,2.5,0,,,29,4,2012
30-Apr-12,24.5,6.3,43,27.5,0,0,0,,,30,4,2012
01-May-12,0.1,0,0,0,0,2.1,0,,,1,5,2012
02-May-12,34,8.1,27,25.5,10,0.5,0,,,2,5,2012
03-May-12,4.2,7.5,22,5,17,0,0,,,3,5,2012
04-May-12,0,0,2.5,2.5,0.4,3.5,0,,,4,5,2012
05-May-12,0,0,0.4,0,0,2,0,,,5,5,2012
06-May-12,0,0,0,0,0,2.5,0,,,6,5,2012
07-May-12,0,0,0,0,0,2.5,0,,,7,5,2012
08-May-12,0,0,0,0,0,2.5,0,,,8,5,2012
09-May-12,0,0,0,0,0,2,0,,,9,5,2012
10-May-12,0,0,0,0,0,1.5,0,,,10,5,2012
11-May-12,0,0,0,0,0,1.5,0,,,11,5,2012
12-May-12,0,0,0,0,0,2,0,,,12,5,2012
13-May-12,3,6.2,10,9.5,0,0.5,0,,,13,5,2012
14-May-12,0.4,1,0.6,0,0,1.9,0,,,14,5,2012
15-May-12,0,0,0,0,0,1.5,0,,,15,5,2012
16-May-12,0,0,0,0,0,2,0,,,16,5,2012
17-May-12,17,2.1,8,9,16,0.5,0,,,17,5,2012
18-May-12,3,1.1,9.5,0,0.5,1,0,,,18,5,2012
19-May-12,7.5,0,2.5,5.5,0.3,0,0,,,19,5,2012
20-May-12,4,0,1,0,0.7,0,0,,,20,5,2012
21-May-12,0,0,0,0,0,1,0,,,21,5,2012
22-May-12,0,0,0,0,0,3.5,0,,,22,5,2012
23-May-12,0,0,0,0,0,2,0,,,23,5,2012
24-May-12,2.3,0,2.5,2.1,7,0.8,0,,,24,5,2012
25-May-12,14.5,1.4,20.5,26,32,0,0,,,25,5,2012
26-May-12,1.9,0,0,0,4,1.4,0,,,26,5,2012
27-May-12,0,0,0,0,0,1,0,,,27,5,2012
28-May-12,0,0,0,0,0,1,0,,,28,5,2012
29-May-12,10.7,0,17.5,10,11,0,0,,,29,5,2012
30-May-12,0,0,0,0,0,1,0,,,30,5,2012
31-May-12,0,0,0,0,0,1.5,0,,,31,5,2012
01-Jun-12,0,0,0,0,0,1,0,,,1,6,2012
02-Jun-12,0,0,0,0,0,1,0,,,2,6,2012
03-Jun-12,0,0,0,0,0,0,0,,,3,6,2012
04-Jun-12,0,0,0,0,0,1.5,0,,,4,6,2012
05-Jun-12,13,12.2,12.5,6,9.5,0,0,,,5,6,2012
06-Jun-12,2,0,11,0.6,4,1,0,,,6,6,2012
07-Jun-12,69.8,19.3,108,70,74,0,0,,,7,6,2012
08-Jun-12,14.5,22.4,8,7.4,7,0,0,,,8,6,2012
09-Jun-12,3,0,1,0,1,0.5,0,,,9,6,2012
10-Jun-12,0,0,0,0,0,0,0,,,10,6,2012
11-Jun-12,0,0,0,0,0,2,0,,,11,6,2012
12-Jun-12,0,4.7,0,0,0,1,0,,,12,6,2012
13-Jun-12,0,0,0,0,0,0,0,,,13,6,2012
14-Jun-12,0,0,0,0,0,2.5,0,,,14,6,2012
15-Jun-12,0,0,0,0,0,0.5,0,,,15,6,2012
16-Jun-12,0,0,0,0,0,1,0,,,16,6,2012
17-Jun-12,1.9,17.3,0,0.7,0,0.9,0,,,17,6,2012
18-Jun-12,1,1,1.5,0,0,0.9,0,,,18,6,2012
19-Jun-12,1,0,0,0,0,0.9,0,,,19,6,2012
20-Jun-12,0,0,0,0,0,1,0,,,20,6,2012
21-Jun-12,4.7,0,1.5,0.9,0.9,0,0,,,21,6,2012
22-Jun-12,2.4,0,1,2.1,1,0,0,,,22,6,2012
23-Jun-12,0,0,0.2,0,0,1,0,,,23,6,2012
24-Jun-12,31.3,11.2,32,18.5,30,0,0,,,24,6,2012
25-Jun-12,0,0,0,0,0,1,0,,,25,6,2012
26-Jun-12,14.7,13.7,38,36,28,0.2,0,,,26,6,2012
27-Jun-12,0,0,1,0,0.5,1,0,,,27,6,2012
28-Jun-12,3.8,1.8,11,5,9,0.8,0,,,28,6,2012
29-Jun-12,0.5,0,8,0.5,18,0,0,,,29,6,2012
30-Jun-12,0.7,0,8.6,0,6,0.2,0,,,30,6,2012
01-Jul-12,1.5,0,2.5,3,2,0.5,0,,,1,7,2012
02-Jul-12,0,0,0,0,3,0.5,0,,,2,7,2012
03-Jul-12,29,8.1,28,30,36,0,0,,,3,7,2012
04-Jul-12,1.6,0,1,0.8,1.5,2.6,0,,,4,7,2012
05-Jul-12,0,0,0,0,0,1.5,0,,,5,7,2012
06-Jul-12,17.9,0,44,28,21,0.4,0,,,6,7,2012
07-Jul-12,2,6.7,18.5,7.7,6,0,0,,,7,7,2012
08-Jul-12,18,0,133.5,32.4,60,0,0,,,8,7,2012
09-Jul-12,4.5,0,22,6.5,9,0,0,,,9,7,2012
10-Jul-12,19.9,2.2,31.5,7.6,18,0,0,,,10,7,2012
11-Jul-12,0,0,0,0,0,1,0,,,11,7,2012
12-Jul-12,0.6,1.2,4.5,2.1,8,1.1,0,,,12,7,2012
13-Jul-12,3,0,2,1.5,1,0.5,0,,,13,7,2012
14-Jul-12,3.8,0,0,0,1.5,0,0,,,14,7,2012
15-Jul-12,14.3,14.1,8,8.9,16,0,0,,,15,7,2012
16-Jul-12,1.7,0,0,0,0.5,1.2,0,,,16,7,2012
17-Jul-12,0,0,0,0,0,2,0,,,17,7,2012
18-Jul-12,0,0,0,0,0,1.5,0,,,18,7,2012
19-Jul-12,0,0,0,0,0,2,0,,,19,7,2012
20-Jul-12,41,3.2,40.5,28.3,38,0,0,,,20,7,2012
21-Jul-12,19.6,6.8,29.5,37,22,0,0,,,21,7,2012
22-Jul-12,0.5,0,2,1,1.5,0.5,0,,,22,7,2012
23-Jul-12,0,0,0,0,0,1.5,0,,,23,7,2012
24-Jul-12,0,0,0,0,0,1,0,,,24,7,2012
25-Jul-12,0,0,0,0,0,1.5,0,,,25,7,2012
26-Jul-12,18.5,8.6,10,6,11,0,0,,,26,7,2012
27-Jul-12,0,0,0,0,0,1.3,0,,,27,7,2012
28-Jul-12,0,0,0,0,0,3,0,,,28,7,2012
29-Jul-12,0,0,0,0,0,1.5,0,,,29,7,2012
30-Jul-12,16,3.6,0,0,10,0,0,,,30,7,2012
31-Jul-12,7.9,8.1,7,3.4,2,7.9,0,,,31,7,2012
